,Brand,count,Percentage,state,year,quarter
1116,Realme,30911,0.057078860823305,chandigarh,2022,1
1117,OnePlus,15554,0.028721316076661,chandigarh,2022,1
1118,Motorola,8378,0.015470437578132,chandigarh,2022,1
1119,Huawei,5812,0.010732177513022,chandigarh,2022,1
1120,HMD Global,4529,0.008363047480468,chandigarh,2022,1
1121,Others,32951,0.060845832971716,chandigarh,2022,1
1122,Xiaomi,161753,0.23813014988303502,chhattisgarh,2018,1
1123,Samsung,125715,0.18507558927837903,chhattisgarh,2018,1
1124,Vivo,103265,0.15202506245739802,chhattisgarh,2018,1
1125,Oppo,62998,0.092744636466287,chhattisgarh,2018,1
1126,Micromax,53452,0.07869116969421201,chhattisgarh,2018,1
1127,Realme,40116,0.059058126233874006,chhattisgarh,2018,1
1128,OnePlus,15860,0.023348835428987,chhattisgarh,2018,1
1129,Apple,15418,0.022698130179326002,chhattisgarh,2018,1
1130,Lenovo,13258,0.019518213122163,chhattisgarh,2018,1
1131,Motorola,12182,0.017934143328872002,chhattisgarh,2018,1
1132,Others,75246,0.11077594392746201,chhattisgarh,2018,1
1133,Xiaomi,229221,0.24111394535461603,chhattisgarh,2018,2
1134,Samsung,174661,0.18372314408183602,chhattisgarh,2018,2
1135,Vivo,152196,0.160092565808504,chhattisgarh,2018,2
1136,Oppo,90864,0.09557840481762901,chhattisgarh,2018,2
1137,Micromax,73053,0.07684329555315901,chhattisgarh,2018,2
1138,Realme,54968,0.0578199700213,chhattisgarh,2018,2
1139,Apple,20055,0.021095537381334,chhattisgarh,2018,2
1140,OnePlus,19998,0.021035579982643,chhattisgarh,2018,2
1141,Lenovo,17504,0.018412180818891,chhattisgarh,2018,2
1142,Motorola,16136,0.016973203250322002,chhattisgarh,2018,2
1143,Others,102019,0.10731217292976,chhattisgarh,2018,2
1144,Xiaomi,298538,0.24514695448812202,chhattisgarh,2018,3
1145,Samsung,222989,0.18310926660710503,chhattisgarh,2018,3
1146,Vivo,205795,0.168990270916544,chhattisgarh,2018,3
1147,Oppo,119608,0.09821710111414701,chhattisgarh,2018,3
1148,Micromax,92998,0.07636607893630401,chhattisgarh,2018,3
1149,Realme,70527,0.057913830933361006,chhattisgarh,2018,3
1150,OnePlus,23810,0.019551778957326002,chhattisgarh,2018,3
1151,Apple,23566,0.019351416333823,chhattisgarh,2018,3
1152,Motorola,19369,0.015905014977927002,chhattisgarh,2018,3
1153,Lenovo,18890,0.01551168015556,chhattisgarh,2018,3
1154,Others,121702,0.099936606579777,chhattisgarh,2018,3
1155,Xiaomi,378100,0.23930410038493702,chhattisgarh,2018,4
1156,Samsung,280138,0.17730275607943802,chhattisgarh,2018,4
1157,Vivo,275135,0.174136296375058,chhattisgarh,2018,4
1158,Oppo,155513,0.09842607395705501,chhattisgarh,2018,4
1159,Micromax,154018,0.09747987022768301,chhattisgarh,2018,4
1160,Realme,91037,0.057618427365097,chhattisgarh,2018,4
1161,Apple,28128,0.017802554180448002,chhattisgarh,2018,4
1162,OnePlus,27785,0.017585465298057,chhattisgarh,2018,4
1163,Motorola,22980,0.014544322208002001,chhattisgarh,2018,4
1164,Lenovo,22246,0.014079764657929001,chhattisgarh,2018,4
1165,Others,144918,0.09172036926629001,chhattisgarh,2018,4
1166,Xiaomi,454437,0.238062484218643,chhattisgarh,2019,1
1167,Vivo,344150,0.18028726521794203,chhattisgarh,2019,1
1168,Samsung,336551,0.176306434393037,chhattisgarh,2019,1
1169,Oppo,192191,0.10068164983147301,chhattisgarh,2019,1
1170,Micromax,187241,0.09808853066009801,chhattisgarh,2019,1
1171,Realme,109520,0.05737341649475201,chhattisgarh,2019,1
1172,Apple,32769,0.017166448914504,chhattisgarh,2019,1
1173,OnePlus,31894,0.016708069262998,chhattisgarh,2019,1
1174,Motorola,25968,0.013603660331772,chhattisgarh,2019,1
1175,Lenovo,24737,0.012958785644911002,chhattisgarh,2019,1
1176,Others,169440,0.08876325502986501,chhattisgarh,2019,1
1177,Xiaomi,521922,0.238204599952717,chhattisgarh,2019,2
1178,Vivo,406013,0.185303865789528,chhattisgarh,2019,2
1179,Samsung,388144,0.177148474760687,chhattisgarh,2019,2
1180,Oppo,225563,0.10294669352726,chhattisgarh,2019,2
1181,Micromax,208017,0.09493871932657401,chhattisgarh,2019,2
1182,Realme,126313,0.057649107785890004,chhattisgarh,2019,2
1183,Apple,37139,0.016950196844823,chhattisgarh,2019,2
1184,OnePlus,35168,0.016050634713879002,chhattisgarh,2019,2
1185,Motorola,28701,0.013099103358821002,chhattisgarh,2019,2
1186,Lenovo,27225,0.012425458658023001,chhattisgarh,2019,2
1187,Others,186861,0.08528314528179401,chhattisgarh,2019,2
1188,Xiaomi,582178,0.23908177957157403,chhattisgarh,2019,3
1189,Vivo,463726,0.190437353032248,chhattisgarh,2019,3
1190,Samsung,424913,0.174498102303928,chhattisgarh,2019,3
1191,Oppo,254200,0.10439176397441001,chhattisgarh,2019,3
1192,Micromax,225367,0.092550978251852,chhattisgarh,2019,3
1193,Realme,145376,0.059701247362485006,chhattisgarh,2019,3
1194,Apple,40822,0.016764282411342,chhattisgarh,2019,3
1195,OnePlus,38300,0.015728578128323,chhattisgarh,2019,3
1196,Motorola,30550,0.012545902397396001,chhattisgarh,2019,3
1197,Lenovo,26475,0.010872430964683,chhattisgarh,2019,3
1198,Others,203151,0.08342758160175201,chhattisgarh,2019,3
1199,Xiaomi,649776,0.23837118016068,chhattisgarh,2019,4
1200,Vivo,534907,0.19623133643934101,chhattisgarh,2019,4
1201,Samsung,473054,0.173540482042628,chhattisgarh,2019,4
1202,Oppo,290835,0.10669320224513001,chhattisgarh,2019,4
1203,Micromax,243335,0.089267764774936,chhattisgarh,2019,4
1204,Realme,169406,0.06214681389632701,chhattisgarh,2019,4
1205,Apple,44369,0.016276826002421002,chhattisgarh,2019,4
1206,OnePlus,41107,0.015080157012362,chhattisgarh,2019,4
1207,Motorola,32554,0.011942477713782,chhattisgarh,2019,4
1208,Lenovo,27622,0.010133167027403,chhattisgarh,2019,4
1209,Others,218935,0.080316592684984,chhattisgarh,2019,4
1210,Xiaomi,711639,0.23591648165564702,chhattisgarh,2020,1
1211,Vivo,613952,0.203532121968369,chhattisgarh,2020,1
1212,Samsung,521671,0.17293991321693,chhattisgarh,2020,1
1213,Oppo,328835,0.10901256991991001,chhattisgarh,2020,1
1214,Micromax,253971,0.084194296212779,chhattisgarh,2020,1
1215,Realme,196352,0.06509293757937601,chhattisgarh,2020,1
1216,Apple,47890,0.015876083669513,chhattisgarh,2020,1
1217,OnePlus,43526,0.014429367671732002,chhattisgarh,2020,1
1218,Motorola,34414,0.01140863527673,chhattisgarh,2020,1
1219,Lenovo,29426,0.009755056129862001,chhattisgarh,2020,1
1220,Others,234811,0.07784253669914701,chhattisgarh,2020,1
1221,Xiaomi,796390,0.234118185896406,chhattisgarh,2020,2
1222,Vivo,714180,0.20995055940367902,chhattisgarh,2020,2
1223,Samsung,579423,0.170335465822842,chhattisgarh,2020,2
1224,Oppo,377290,0.110913560387317,chhattisgarh,2020,2
1225,Micromax,282770,0.08312711036794401,chhattisgarh,2020,2
1226,Realme,227611,0.06691178243080201,chhattisgarh,2020,2
1227,Apple,50835,0.014944183101299002,chhattisgarh,2020,2
1228,OnePlus,45570,0.013396408457287,chhattisgarh,2020,2
1229,Motorola,36651,0.010774451752645001,chhattisgarh,2020,2
1230,Lenovo,30902,0.009084393551615,chhattisgarh,2020,2
1231,Others,260036,0.07644389882815901,chhattisgarh,2020,2
1232,Xiaomi,879885,0.231586103649379,chhattisgarh,2020,3
1233,Vivo,837832,0.22051773628686303,chhattisgarh,2020,3
1234,Samsung,638573,0.168072683323042,chhattisgarh,2020,3
1235,Oppo,424680,0.111775955378053,chhattisgarh,2020,3
1236,Micromax,300759,0.0791598958358,chhattisgarh,2020,3
1237,Realme,264356,0.069578610859754,chhattisgarh,2020,3
1238,Apple,54717,0.014401537511587001,chhattisgarh,2020,3
1239,OnePlus,48306,0.012714159603683,chhattisgarh,2020,3
1240,Motorola,38887,0.010235074825248,chhattisgarh,2020,3
1241,Lenovo,32625,0.008586913780279001,chhattisgarh,2020,3
1242,Others,278766,0.073371328946308,chhattisgarh,2020,3
1243,Xiaomi,962085,0.22958162802901003,chhattisgarh,2020,4
1244,Vivo,951506,0.227057169126814,chhattisgarh,2020,4
1245,Samsung,697989,0.166560595962249,chhattisgarh,2020,4
1246,Oppo,473974,0.11310406311648301,chhattisgarh,2020,4
1247,Micromax,315002,0.07516869298699601,chhattisgarh,2020,4
1248,Realme,302527,0.07219179301489201,chhattisgarh,2020,4
1249,Apple,59187,0.014123749791497001,chhattisgarh,2020,4
1250,OnePlus,51351,0.012253850939280001,chhattisgarh,2020,4
1251,Motorola,41093,0.009805992028351002,chhattisgarh,2020,4
1252,Lenovo,34335,0.008193335514404,chhattisgarh,2020,4
1253,Others,301552,0.07195912949001801,chhattisgarh,2020,4
1254,Vivo,1059097,0.23459630869160603,chhattisgarh,2021,1
1255,Xiaomi,1035868,0.22945094650608602,chhattisgarh,2021,1
1256,Samsung,741544,0.16425642328550502,chhattisgarh,2021,1
1257,Oppo,511992,0.113409284777157,chhattisgarh,2021,1
1258,Realme,338436,0.074965594585153,chhattisgarh,2021,1
1259,Micromax,315253,0.06983042167427,chhattisgarh,2021,1
1260,Apple,63748,0.014120562598584002,chhattisgarh,2021,1
1261,OnePlus,54838,0.012146944402665,chhattisgarh,2021,1
1262,Motorola,42166,0.009340020746249001,chhattisgarh,2021,1
1263,Huawei,35061,0.007766220826833,chhattisgarh,2021,1
1264,Others,316548,0.07011727190588801,chhattisgarh,2021,1
1265,Vivo,1169224,0.241722287631627,chhattisgarh,2021,2
1266,Xiaomi,1101581,0.227737952121693,chhattisgarh,2021,2
1267,Samsung,778803,0.161007679259384,chhattisgarh,2021,2
1268,Oppo,550796,0.11387011311634801,chhattisgarh,2021,2
1269,Realme,397105,0.08209644091291,chhattisgarh,2021,2
1270,Micromax,302906,0.062621987965818,chhattisgarh,2021,2
1271,Apple,69177,0.014301470626238,chhattisgarh,2021,2
1272,OnePlus,61100,0.012631652937582002,chhattisgarh,2021,2
1273,Motorola,41735,0.008628183884615,chhattisgarh,2021,2
1274,Huawei,34225,0.0070755862813220004,chhattisgarh,2021,2
1275,Others,330403,0.068306645262458,chhattisgarh,2021,2
1276,Vivo,1306833,0.25102034465828804,chhattisgarh,2021,3
1277,Xiaomi,1175329,0.22576066771108502,chhattisgarh,2021,3
1278,Samsung,796963,0.153083008264945,chhattisgarh,2021,3
1279,Oppo,605302,0.116268196978765,chhattisgarh,2021,3
1280,Realme,464310,0.08918603695215001,chhattisgarh,2021,3
1281,Micromax,283826,0.05451813685680001,chhattisgarh,2021,3
1282,Apple,75098,0.014425045773368,chhattisgarh,2021,3
1283,OnePlus,74197,0.014251979030687001,chhattisgarh,2021,3
1284,Motorola,41449,0.007961646412159,chhattisgarh,2021,3
1285,Infinix,38832,0.007458965318269,chhattisgarh,2021,3
1286,Others,343945,0.066065972043478,chhattisgarh,2021,3
1287,Vivo,1423389,0.255753096632618,chhattisgarh,2021,4
1288,Xiaomi,1243356,0.22340494918588302,chhattisgarh,2021,4
1289,Samsung,821562,0.14761742965253102,chhattisgarh,2021,4
1290,Oppo,651316,0.117027800472232,chhattisgarh,2021,4
1291,Realme,551719,0.099132312193681,chhattisgarh,2021,4
1292,Micromax,262792,0.04721820090662401,chhattisgarh,2021,4
1293,OnePlus,87470,0.015716521177594003,chhattisgarh,2021,4
1294,Apple,87360,0.015696756488792003,chhattisgarh,2021,4
1295,Infinix,47609,0.008554336992615,chhattisgarh,2021,4
1296,Tecno,44668,0.008025901085638,chhattisgarh,2021,4
1297,Others,344240,0.061852695211788,chhattisgarh,2021,4
1298,Vivo,1531319,0.258801604404693,chhattisgarh,2022,1
1299,Xiaomi,1301387,0.21994179106470302,chhattisgarh,2022,1
1300,Samsung,843988,0.14263876337870002,chhattisgarh,2022,1
1301,Oppo,702141,0.11866581510339501,chhattisgarh,2022,1
1302,Realme,629948,0.10646478825870201,chhattisgarh,2022,1
1303,Micromax,255953,0.043257510063020005,chhattisgarh,2022,1
1304,OnePlus,99485,0.016813529783278002,chhattisgarh,2022,1
1305,Apple,96555,0.016318343149464003,chhattisgarh,2022,1
1306,Tecno,57754,0.009760753873483,chhattisgarh,2022,1
1307,Infinix,53501,0.009041972728905001,chhattisgarh,2022,1
1308,Others,344930,0.058295128191651,chhattisgarh,2022,1
1309,Xiaomi,12990,0.24390701866386202,dadra-&-nagar-haveli-&-daman-&-diu,2018,1
1310,Samsung,10123,0.19007473055691101,dadra-&-nagar-haveli-&-daman-&-diu,2018,1
1311,Vivo,8579,0.161083780840437,dadra-&-nagar-haveli-&-daman-&-diu,2018,1
1312,Oppo,5623,0.10558038228998401,dadra-&-nagar-haveli-&-daman-&-diu,2018,1
1313,Realme,3008,0.056479777685981,dadra-&-nagar-haveli-&-daman-&-diu,2018,1
1314,Lenovo,1714,0.03218295842878,dadra-&-nagar-haveli-&-daman-&-diu,2018,1
1315,Motorola,1527,0.028671748845243,dadra-&-nagar-haveli-&-daman-&-diu,2018,1
1316,Apple,1436,0.026963085358068004,dadra-&-nagar-haveli-&-daman-&-diu,2018,1
1317,OnePlus,1090,0.020466408802433,dadra-&-nagar-haveli-&-daman-&-diu,2018,1
1318,Micromax,847,0.015903713996019,dadra-&-nagar-haveli-&-daman-&-diu,2018,1
1319,Others,6321,0.11868639453227602,dadra-&-nagar-haveli-&-daman-&-diu,2018,1
1320,Xiaomi,17620,0.24657840969520503,dadra-&-nagar-haveli-&-daman-&-diu,2018,2
1321,Samsung,13325,0.186473173052702,dadra-&-nagar-haveli-&-daman-&-diu,2018,2
1322,Vivo,12204,0.17078563631783703,dadra-&-nagar-haveli-&-daman-&-diu,2018,2
1323,Oppo,7585,0.10614626773769201,dadra-&-nagar-haveli-&-daman-&-diu,2018,2
1324,Realme,3991,0.05585098939237,dadra-&-nagar-haveli-&-daman-&-diu,2018,2
1325,Lenovo,2117,0.029625794172800004,dadra-&-nagar-haveli-&-daman-&-diu,2018,2
1326,Motorola,1935,0.027078843516471003,dadra-&-nagar-haveli-&-daman-&-diu,2018,2
1327,Apple,1812,0.025357552688292002,dadra-&-nagar-haveli-&-daman-&-diu,2018,2
1328,OnePlus,1328,0.01858434325058,dadra-&-nagar-haveli-&-daman-&-diu,2018,2
1329,Huawei,1132,0.015841473312995,dadra-&-nagar-haveli-&-daman-&-diu,2018,2
1330,Others,8409,0.11767751686305201,dadra-&-nagar-haveli-&-daman-&-diu,2018,2
1331,Xiaomi,22407,0.243271412596219,dadra-&-nagar-haveli-&-daman-&-diu,2018,3
1332,Samsung,17165,0.18635934293810402,dadra-&-nagar-haveli-&-daman-&-diu,2018,3
1333,Vivo,16781,0.18219027869760102,dadra-&-nagar-haveli-&-daman-&-diu,2018,3
1334,Oppo,9875,0.107212263997307,dadra-&-nagar-haveli-&-daman-&-diu,2018,3
1335,Realme,5100,0.05537038444417901,dadra-&-nagar-haveli-&-daman-&-diu,2018,3
1336,Lenovo,2523,0.027392054892679003,dadra-&-nagar-haveli-&-daman-&-diu,2018,3
1337,Motorola,2378,0.025817798864364003,dadra-&-nagar-haveli-&-daman-&-diu,2018,3
1338,Apple,2146,0.023298989219060002,dadra-&-nagar-haveli-&-daman-&-diu,2018,3
1339,OnePlus,1545,0.016773969405148,dadra-&-nagar-haveli-&-daman-&-diu,2018,3
1340,Huawei,1514,0.016437404323232003,dadra-&-nagar-haveli-&-daman-&-diu,2018,3
1341,Others,10673,0.115876100622102,dadra-&-nagar-haveli-&-daman-&-diu,2018,3
1342,Xiaomi,28477,0.24441469045841102,dadra-&-nagar-haveli-&-daman-&-diu,2018,4
1343,Vivo,22409,0.19233377106024302,dadra-&-nagar-haveli-&-daman-&-diu,2018,4
1344,Samsung,21520,0.18470359021894903,dadra-&-nagar-haveli-&-daman-&-diu,2018,4
1345,Oppo,12699,0.10899400056647,dadra-&-nagar-haveli-&-daman-&-diu,2018,4
1346,Realme,6489,0.055694312125035006,dadra-&-nagar-haveli-&-daman-&-diu,2018,4
1347,Lenovo,2931,0.025156422998686003,dadra-&-nagar-haveli-&-daman-&-diu,2018,4
1348,Motorola,2811,0.024126477328320003,dadra-&-nagar-haveli-&-daman-&-diu,2018,4
1349,Apple,2546,0.021852013972929,dadra-&-nagar-haveli-&-daman-&-diu,2018,4
1350,Huawei,2029,0.017414664709769,dadra-&-nagar-haveli-&-daman-&-diu,2018,4
1351,OnePlus,1795,0.015406270652556002,dadra-&-nagar-haveli-&-daman-&-diu,2018,4
1352,Others,12805,0.10990378590862601,dadra-&-nagar-haveli-&-daman-&-diu,2018,4
1353,Xiaomi,34460,0.24521105513335,dadra-&-nagar-haveli-&-daman-&-diu,2019,1
1354,Vivo,27883,0.198410326473685,dadra-&-nagar-haveli-&-daman-&-diu,2019,1
1355,Samsung,25799,0.18358096376625901,dadra-&-nagar-haveli-&-daman-&-diu,2019,1
1356,Oppo,15701,0.111725443315401,dadra-&-nagar-haveli-&-daman-&-diu,2019,1
1357,Realme,7762,0.055232971849827006,dadra-&-nagar-haveli-&-daman-&-diu,2019,1
1358,Lenovo,3296,0.023453732957618,dadra-&-nagar-haveli-&-daman-&-diu,2019,1
1359,Motorola,3175,0.022592719096006002,dadra-&-nagar-haveli-&-daman-&-diu,2019,1
1360,Apple,2928,0.020835112287592,dadra-&-nagar-haveli-&-daman-&-diu,2019,1
1361,Huawei,2510,0.017860700765661,dadra-&-nagar-haveli-&-daman-&-diu,2019,1
1362,OnePlus,2058,0.014644351464435,dadra-&-nagar-haveli-&-daman-&-diu,2019,1
1363,Others,14960,0.10645262289016001,dadra-&-nagar-haveli-&-daman-&-diu,2019,1
1364,Xiaomi,38996,0.24590742842729202,dadra-&-nagar-haveli-&-daman-&-diu,2019,2
1365,Vivo,32183,0.20294488586202503,dadra-&-nagar-haveli-&-daman-&-diu,2019,2
1366,Samsung,28908,0.18229284903518703,dadra-&-nagar-haveli-&-daman-&-diu,2019,2
1367,Oppo,18106,0.114175810316559,dadra-&-nagar-haveli-&-daman-&-diu,2019,2
1368,Realme,8833,0.055700592760751004,dadra-&-nagar-haveli-&-daman-&-diu,2019,2
1369,Lenovo,3513,0.022152856602345002,dadra-&-nagar-haveli-&-daman-&-diu,2019,2
1370,Motorola,3454,0.02178080464119,dadra-&-nagar-haveli-&-daman-&-diu,2019,2
1371,Apple,3276,0.020658342792281,dadra-&-nagar-haveli-&-daman-&-diu,2019,2
1372,Huawei,2827,0.017826964308235,dadra-&-nagar-haveli-&-daman-&-diu,2019,2
1373,OnePlus,2202,0.013885735906167,dadra-&-nagar-haveli-&-daman-&-diu,2019,2
1374,Others,16282,0.10267372934796301,dadra-&-nagar-haveli-&-daman-&-diu,2019,2
1375,Xiaomi,43202,0.24417704276856803,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
1376,Vivo,37115,0.20977341193360002,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
1377,Samsung,31867,0.180111796257255,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
1378,Oppo,20623,0.11656088035313601,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
1379,Realme,10150,0.057367644648418,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
1380,Lenovo,3660,0.020686263981597,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
1381,Motorola,3640,0.020573224287708,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
1382,Apple,3605,0.020375404823403002,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
1383,Huawei,3096,0.017498544613941,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
1384,OnePlus,2366,0.013372595787010002,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
1385,Others,17605,0.09950319054536,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
1386,Xiaomi,48012,0.24297816779522002,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
1387,Vivo,42886,0.21703660968228403,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
1388,Samsung,35031,0.17728418303828902,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
1389,Oppo,23415,0.11849816293687102,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
1390,Realme,12044,0.06095203392746801,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
1391,Apple,3874,0.019605461593740003,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
1392,Motorola,3849,0.019478942094555002,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
1393,Lenovo,3794,0.019200599196348003,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
1394,Huawei,3405,0.017231955789026,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
1395,OnePlus,2529,0.012798712537576001,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
1396,Others,18759,0.09493517140861701,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
1397,Xiaomi,52683,0.241116542179261,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
1398,Vivo,48874,0.22368372876391301,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
1399,Samsung,38134,0.17452951083772703,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
1400,Oppo,26282,0.12028595489162201,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
1401,Realme,13927,0.06374029730521301,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
1402,Apple,4178,0.019121631517281003,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
1403,Motorola,4028,0.018435120093731,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
1404,Lenovo,3944,0.018050673696543,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
1405,Huawei,3732,0.017080404217926,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
1406,OnePlus,2682,0.012274824253075,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
1407,Others,20032,0.091681312243702,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
1408,Xiaomi,58073,0.23721274110140703,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
1409,Vivo,56525,0.230889573308716,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
1410,Samsung,42346,0.172972133946588,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
1411,Oppo,29921,0.12221931752269001,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
1412,Realme,16175,0.066070567859681,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
1413,Apple,4502,0.018389471190373003,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
1414,Motorola,4308,0.017597032849428002,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
1415,Lenovo,4157,0.01698023805828,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
1416,Huawei,4069,0.016620781491254,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
1417,OnePlus,2817,0.01150669487856,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
1418,Others,21921,0.08954144779301801,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
1419,Vivo,63527,0.237088816403305,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
1420,Xiaomi,62612,0.233673949228575,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
1421,Samsung,46194,0.172400409037641,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
1422,Oppo,33220,0.123980204966672,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
1423,Realme,18327,0.06839811006695301,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
1424,Apple,4852,0.018108126264247,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
1425,Motorola,4473,0.016693662155807,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
1426,Huawei,4325,0.016141312055414,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
1427,Lenovo,4294,0.016025617101953,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
1428,OnePlus,2971,0.011088055055869002,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
1429,Others,23151,0.086401737663559,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
1430,Vivo,71995,0.24282192159679902,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
1431,Xiaomi,68314,0.230406788693156,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
1432,Samsung,50714,0.171046196706161,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
1433,Oppo,36932,0.124562805867254,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
1434,Realme,20993,0.07080436974903201,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
1435,Apple,5335,0.017993679446057002,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
1436,Motorola,4712,0.015892449400154,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
1437,Huawei,4635,0.015632746810211002,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
1438,Lenovo,4516,0.015231388262117002,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
1439,OnePlus,3173,0.0107017703622,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
1440,Others,25174,0.084905883106852,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
1441,Vivo,79699,0.24797757283849203,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
1442,Xiaomi,73383,0.228325803681439,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
1443,Samsung,54230,0.16873265379780703,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
1444,Oppo,40045,0.12459707028089902,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
1445,Realme,23882,0.074307085340203,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
1446,Apple,5784,0.017996490311018,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
1447,Huawei,4871,0.015155758005700001,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
1448,Motorola,4859,0.015118420888872,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
1449,Lenovo,4531,0.014097873028911,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
1450,Tecno,3575,0.011123349388293001,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
1451,Others,26537,0.082567922438362,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
1452,Vivo,87001,0.252181197354156,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
1453,Xiaomi,77605,0.22494594108883,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
1454,Samsung,57137,0.16561737305576302,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
1455,Oppo,43131,0.125019565557661,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
1456,Realme,27996,0.081149237378041,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
1457,Apple,6273,0.018182924920433,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
1458,Huawei,4834,0.014011837887035002,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
1459,Motorola,4803,0.013921981251847002,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
1460,Tecno,4453,0.012907470854565001,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
1461,Lenovo,4280,0.012406012858194001,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
1462,Others,27481,0.079656457793468,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
1463,Vivo,95723,0.257407078741724,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
1464,Xiaomi,82367,0.221491688044875,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
1465,Samsung,59023,0.15871773772837,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
1466,Oppo,46708,0.12560168229023802,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
1467,Realme,32929,0.08854880954301701,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
