,Brand,count,Percentage,state,year,quarter
2957,Lenovo,343779,0.013350110401439,karnataka,2021,2
2958,Others,1577943,0.06127690538740901,karnataka,2021,2
2959,Xiaomi,6973776,0.252542919823811,karnataka,2021,3
2960,Vivo,5824764,0.21093348966824002,karnataka,2021,3
2961,Samsung,5266120,0.19070318876639603,karnataka,2021,3
2962,Oppo,3352923,0.12142015521640101,karnataka,2021,3
2963,Realme,1315961,0.047655191866538,karnataka,2021,3
2964,Apple,999896,0.036209458887143005,karnataka,2021,3
2965,OnePlus,906742,0.032836052119666004,karnataka,2021,3
2966,Motorola,618317,0.022391252681000003,karnataka,2021,3
2967,Huawei,423894,0.015350568824664,karnataka,2021,3
2968,Lenovo,322124,0.011665148910048,karnataka,2021,3
2969,Others,1609704,0.058292573236087004,karnataka,2021,3
2970,Xiaomi,7306532,0.248018323098655,karnataka,2021,4
2971,Vivo,6391484,0.21695725739542102,karnataka,2021,4
2972,Samsung,5458878,0.185300189961549,karnataka,2021,4
2973,Oppo,3645496,0.12374541092584701,karnataka,2021,4
2974,Realme,1586292,0.053846268213813005,karnataka,2021,4
2975,Apple,1120969,0.038051000341280006,karnataka,2021,4
2976,OnePlus,1018047,0.034557339894715,karnataka,2021,4
2977,Motorola,606099,0.020573872476268,karnataka,2021,4
2978,Huawei,403084,0.013682581250297001,karnataka,2021,4
2979,Lenovo,295548,0.010032299777125001,karnataka,2021,4
2980,Others,1627217,0.055235456665025,karnataka,2021,4
2981,Xiaomi,7620184,0.24423393469092203,karnataka,2022,1
2982,Vivo,6902224,0.22122265363121402,karnataka,2022,1
2983,Samsung,5641275,0.180808073653278,karnataka,2022,1
2984,Oppo,3941299,0.126322272869447,karnataka,2022,1
2985,Realme,1813184,0.058114221735147006,karnataka,2022,1
2986,Apple,1215812,0.038967897442429004,karnataka,2022,1
2987,OnePlus,1110711,0.035599313328193,karnataka,2022,1
2988,Motorola,595920,0.019099786351748003,karnataka,2022,1
2989,Huawei,394470,0.012643127806038,karnataka,2022,1
2990,Lenovo,290138,0.009299190851999001,karnataka,2022,1
2991,Others,1675132,0.053689527639578,karnataka,2022,1
2992,Xiaomi,202313,0.25799174683492604,kerala,2018,1
2993,Samsung,163022,0.20788743458167902,kerala,2018,1
2994,Apple,60282,0.076872264672576,kerala,2018,1
2995,Oppo,59417,0.07576920722687501,kerala,2018,1
2996,Vivo,56537,0.07209659977760301,kerala,2018,1
2997,Realme,36851,0.046992797608724005,kerala,2018,1
2998,Huawei,36819,0.046951990859288,kerala,2018,1
2999,OnePlus,34552,0.044061087703906,kerala,2018,1
3000,Lenovo,25828,0.032936147638819004,kerala,2018,1
3001,Motorola,24841,0.031677514460891,kerala,2018,1
3002,Others,83722,0.106763208634708,kerala,2018,1
3003,Xiaomi,275516,0.258315542942113,kerala,2018,2
3004,Samsung,221630,0.20779364458783,kerala,2018,2
3005,Oppo,85046,0.079736580325843,kerala,2018,2
3006,Vivo,82708,0.077544541607951,kerala,2018,2
3007,Apple,78756,0.07383926487009401,kerala,2018,2
3008,Huawei,50881,0.047704500429875,kerala,2018,2
3009,Realme,49568,0.046473470987364006,kerala,2018,2
3010,OnePlus,43088,0.040398017226911005,kerala,2018,2
3011,Lenovo,34031,0.031906445512649005,kerala,2018,2
3012,Motorola,33926,0.031808000660049005,kerala,2018,2
3013,Others,111437,0.104479990849316,kerala,2018,2
3014,Xiaomi,347221,0.257659183228232,kerala,2018,3
3015,Samsung,278349,0.20655195392097603,kerala,2018,3
3016,Vivo,114342,0.08484874569419,kerala,2018,3
3017,Oppo,113855,0.084487361958091,kerala,2018,3
3018,Apple,93612,0.069465819925526,kerala,2018,3
3019,Huawei,69424,0.051516847012239006,kerala,2018,3
3020,Realme,63176,0.046880449510907,kerala,2018,3
3021,OnePlus,52471,0.038936685866259,kerala,2018,3
3022,Motorola,43126,0.032002125262875006,kerala,2018,3
3023,Lenovo,40146,0.029790783304813002,kerala,2018,3
3024,Others,131876,0.097860044315886,kerala,2018,3
3025,Xiaomi,453011,0.25778426996470705,kerala,2018,4
3026,Samsung,360358,0.20506041565423802,kerala,2018,4
3027,Vivo,159235,0.09061210042985701,kerala,2018,4
3028,Oppo,155311,0.088379162432013,kerala,2018,4
3029,Apple,119247,0.067857073758653,kerala,2018,4
3030,Huawei,94927,0.054017865780168005,kerala,2018,4
3031,Realme,82116,0.046727812597093,kerala,2018,4
3032,OnePlus,62694,0.035675793791248,kerala,2018,4
3033,Motorola,55176,0.031397703101188,kerala,2018,4
3034,Lenovo,51340,0.029214841184845002,kerala,2018,4
3035,Others,163911,0.093272961305984,kerala,2018,4
3036,Xiaomi,548894,0.256897797647129,kerala,2019,1
3037,Samsung,438229,0.20510347164498702,kerala,2019,1
3038,Vivo,202577,0.09481172166932501,kerala,2019,1
3039,Oppo,195876,0.09167546559432001,kerala,2019,1
3040,Apple,141765,0.066349998876732,kerala,2019,1
3041,Huawei,121756,0.056985225289990005,kerala,2019,1
3042,Realme,98968,0.046319801705868004,kerala,2019,1
3043,OnePlus,72822,0.034082739873744,kerala,2019,1
3044,Motorola,63627,0.029779221800372003,kerala,2019,1
3045,Lenovo,58335,0.027302417271358,kerala,2019,1
3046,Others,193775,0.09069213862616901,kerala,2019,1
3047,Xiaomi,646056,0.253338702916318,kerala,2019,2
3048,Samsung,526625,0.20650608371922302,kerala,2019,2
3049,Vivo,249735,0.09792888073604501,kerala,2019,2
3050,Oppo,241558,0.094722424060855,kerala,2019,2
3051,Apple,164485,0.06449969747079301,kerala,2019,2
3052,Huawei,150573,0.059044368466849004,kerala,2019,2
3053,Realme,116766,0.045787589597073006,kerala,2019,2
3054,OnePlus,79737,0.031267364058902,kerala,2019,2
3055,Motorola,74622,0.029261613062987003,kerala,2019,2
3056,Lenovo,70249,0.027546823404114,kerala,2019,2
3057,Others,229761,0.09009645250683501,kerala,2019,2
3058,Xiaomi,747507,0.24992184791319702,kerala,2019,3
3059,Samsung,622999,0.20829378364092102,kerala,2019,3
3060,Vivo,304898,0.10193974315295701,kerala,2019,3
3061,Oppo,292609,0.097831033015119,kerala,2019,3
3062,Apple,189074,0.063215091594245,kerala,2019,3
3063,Huawei,183186,0.06124649485801,kerala,2019,3
3064,Realme,138602,0.046340258973447006,kerala,2019,3
3065,OnePlus,87906,0.02939053408551,kerala,2019,3
3066,Motorola,82456,0.027568378478770004,kerala,2019,3
3067,Lenovo,75786,0.025338327488504002,kerala,2019,3
3068,Others,265940,0.08891450679931501,kerala,2019,3
3069,Xiaomi,865305,0.24695214355961703,kerala,2019,4
3070,Samsung,732411,0.20902510261311702,kerala,2019,4
3071,Vivo,370217,0.10565740603857701,kerala,2019,4
3072,Oppo,354067,0.10104830622003001,kerala,2019,4
3073,Huawei,219873,0.062750254142624,kerala,2019,4
3074,Apple,216607,0.06181816002452001,kerala,2019,4
3075,Realme,169629,0.048410959326335004,kerala,2019,4
3076,OnePlus,96332,0.027492495586394,kerala,2019,4
3077,Motorola,92194,0.026311538617407003,kerala,2019,4
3078,Lenovo,84283,0.024053793189263,kerala,2019,4
3079,Others,303020,0.08647984068211201,kerala,2019,4
3080,Xiaomi,990472,0.242862985604842,kerala,2020,1
3081,Samsung,858444,0.21048981981778703,kerala,2020,1
3082,Vivo,448326,0.10992919626630202,kerala,2020,1
3083,Oppo,423226,0.103774695241859,kerala,2020,1
3084,Huawei,259148,0.06354289368455,kerala,2020,1
3085,Apple,248003,0.06081014811015101,kerala,2020,1
3086,Realme,202442,0.04963862535419,kerala,2020,1
3087,OnePlus,103907,0.025477917846483,kerala,2020,1
3088,Motorola,100697,0.024690828273238003,kerala,2020,1
3089,Lenovo,96507,0.023663443440871002,kerala,2020,1
3090,Others,347144,0.085119446359722,kerala,2020,1
3091,Xiaomi,1124154,0.23772279229342302,kerala,2020,2
3092,Samsung,1009812,0.213543098482419,kerala,2020,2
3093,Vivo,545130,0.11527764502275802,kerala,2020,2
3094,Oppo,505563,0.10691048383072001,kerala,2020,2
3095,Huawei,303050,0.064085429758308,kerala,2020,2
3096,Apple,274565,0.058061758856921004,kerala,2020,2
3097,Realme,235063,0.049708343096113,kerala,2020,2
3098,Motorola,111798,0.023641718779473003,kerala,2020,2
3099,Lenovo,109268,0.023106704302362002,kerala,2020,2
3100,OnePlus,109047,0.023059969836179,kerala,2020,2
3101,Others,401394,0.084882055741318,kerala,2020,2
3102,Xiaomi,1299988,0.23287677122333003,kerala,2020,3
3103,Samsung,1205428,0.21593751679415202,kerala,2020,3
3104,Vivo,688186,0.12328001003170701,kerala,2020,3
3105,Oppo,608874,0.10907224620676001,kerala,2020,3
3106,Huawei,356331,0.063832291349443,kerala,2020,3
3107,Apple,315220,0.056467764183221004,kerala,2020,3
3108,Realme,282157,0.050544936674847,kerala,2020,3
3109,Lenovo,126302,0.022625441126417,kerala,2020,3
3110,Motorola,124372,0.022279705497733,kerala,2020,3
3111,OnePlus,117670,0.021079125091808003,kerala,2020,3
3112,Others,457772,0.082004191820575,kerala,2020,3
3113,Xiaomi,1466789,0.229646185970654,kerala,2020,4
3114,Samsung,1399186,0.21906199757670403,kerala,2020,4
3115,Vivo,811546,0.127058795532105,kerala,2020,4
3116,Oppo,707082,0.11070350573156901,kerala,2020,4
3117,Huawei,402396,0.06300068152259601,kerala,2020,4
3118,Apple,364712,0.057100728037726006,kerala,2020,4
3119,Realme,332456,0.052050603326763006,kerala,2020,4
3120,Lenovo,139386,0.021822813831918003,kerala,2020,4
3121,Motorola,134213,0.021012908848975,kerala,2020,4
3122,OnePlus,127085,0.019896921468650002,kerala,2020,4
3123,Others,502318,0.078644858152336,kerala,2020,4
3124,Xiaomi,1589645,0.229156416594456,kerala,2021,1
3125,Samsung,1517006,0.21868508938303202,kerala,2021,1
3126,Vivo,906705,0.13070671043426402,kerala,2021,1
3127,Oppo,775012,0.111722411442619,kerala,2021,1
3128,Huawei,426164,0.06143397747393901,kerala,2021,1
3129,Apple,398950,0.057510923759932005,kerala,2021,1
3130,Realme,378100,0.054505277036296006,kerala,2021,1
3131,Lenovo,140787,0.020295251092592,kerala,2021,1
3132,Motorola,138567,0.019975225398277,kerala,2021,1
3133,OnePlus,135957,0.019598978973879,kerala,2021,1
3134,Others,530050,0.076409738410709,kerala,2021,1
3135,Xiaomi,1714598,0.23119994746552802,kerala,2021,2
3136,Samsung,1605779,0.216526568000924,kerala,2021,2
3137,Vivo,999633,0.134792585250192,kerala,2021,2
3138,Oppo,831538,0.11212630710848301,kerala,2021,2
3139,Realme,444654,0.059958066812359004,kerala,2021,2
3140,Huawei,427830,0.057689483788139005,kerala,2021,2
3141,Apple,427612,0.05766008821638,kerala,2021,2
3142,OnePlus,146086,0.019698538972662,kerala,2021,2
3143,Lenovo,138448,0.018668615224505,kerala,2021,2
3144,Motorola,138108,0.018622768919927,kerala,2021,2
3145,Others,541797,0.073057030240896,kerala,2021,2
3146,Xiaomi,1859763,0.23394937369683902,kerala,2021,3
3147,Samsung,1678905,0.21119829421624803,kerala,2021,3
3148,Vivo,1115818,0.140364617566679,kerala,2021,3
3149,Oppo,896805,0.112813819867474,kerala,2021,3
3150,Realme,528624,0.066498394537969,kerala,2021,3
3151,Apple,461244,0.05802230978970101,kerala,2021,3
3152,Huawei,422903,0.053199193652371,kerala,2021,3
3153,OnePlus,167667,0.021091714180585003,kerala,2021,3
3154,Motorola,135436,0.017037207093594003,kerala,2021,3
3155,Lenovo,132669,0.016689131603858,kerala,2021,3
3156,Others,549591,0.06913594379467601,kerala,2021,3
3157,Xiaomi,1989367,0.23476653358996702,kerala,2021,4
3158,Samsung,1752657,0.20683222777003402,kerala,2021,4
3159,Vivo,1227761,0.144888898854234,kerala,2021,4
3160,Oppo,961805,0.11350325296413301,kerala,2021,4
3161,Realme,622033,0.07340653141857001,kerala,2021,4
3162,Apple,507548,0.05989607980353501,kerala,2021,4
3163,Huawei,412197,0.048643644358322004,kerala,2021,4
3164,OnePlus,185990,0.021948804610912,kerala,2021,4
3165,Motorola,137360,0.016209945703290003,kerala,2021,4
3166,Lenovo,125313,0.014788271155477001,kerala,2021,4
3167,Others,551779,0.065115809771519,kerala,2021,4
3168,Xiaomi,2098370,0.23387205441994302,kerala,2022,1
3169,Samsung,1826034,0.20351907576865103,kerala,2022,1
3170,Vivo,1330622,0.14830335012241502,kerala,2022,1
3171,Oppo,1032233,0.115046656380934,kerala,2022,1
3172,Realme,705424,0.078622435565288,kerala,2022,1
3173,Apple,550489,0.06135428611997801,kerala,2022,1
3174,Huawei,408553,0.045534929230512,kerala,2022,1
3175,OnePlus,199414,0.022225518788439,kerala,2022,1
3176,Motorola,137230,0.015294853637846,kerala,2022,1
3177,Lenovo,124999,0.013931657872748,kerala,2022,1
3178,Others,558931,0.062295182093240004,kerala,2022,1
3179,Xiaomi,2316,0.26366120218579203,ladakh,2018,1
3180,Samsung,1720,0.19581056466302302,ladakh,2018,1
3181,Vivo,1570,0.178734061930783,ladakh,2018,1
3182,Oppo,1138,0.12955373406193002,ladakh,2018,1
3183,Realme,429,0.048838797814207004,ladakh,2018,1
3184,Apple,259,0.029485428051001003,ladakh,2018,1
3185,OnePlus,233,0.026525500910746003,ladakh,2018,1
3186,Motorola,161,0.018328779599271,ladakh,2018,1
3187,Lenovo,159,0.018101092896174002,ladakh,2018,1
3188,Micromax,117,0.013319672131147,ladakh,2018,1
3189,Others,682,0.077641165755919,ladakh,2018,1
3190,Xiaomi,3442,0.266449914847499,ladakh,2018,2
3191,Samsung,2443,0.18911596222325402,ladakh,2018,2
3192,Vivo,2394,0.18532280538783003,ladakh,2018,2
3193,Oppo,1754,0.135779532435361,ladakh,2018,2
3194,Realme,606,0.046911286576869,ladakh,2018,2
3195,Apple,358,0.027713268307787003,ladakh,2018,2
3196,OnePlus,320,0.024771636476234003,ladakh,2018,2
3197,Motorola,265,0.020514011456881,ladakh,2018,2
3198,Lenovo,206,0.015946740981576002,ladakh,2018,2
3199,Micromax,188,0.014553336429787001,ladakh,2018,2
3200,Others,942,0.07292150487691501,ladakh,2018,2
3201,Xiaomi,4906,0.27640993858808904,ladakh,2018,3
3202,Vivo,3378,0.190320581441207,ladakh,2018,3
3203,Samsung,3360,0.18930643979942502,ladakh,2018,3
3204,Oppo,2448,0.137923263282438,ladakh,2018,3
3205,Realme,819,0.046143444701109,ladakh,2018,3
3206,Apple,457,0.025747929460814,ladakh,2018,3
3207,OnePlus,440,0.024790129021353,ladakh,2018,3
3208,Motorola,364,0.020508197644937002,ladakh,2018,3
3209,Lenovo,240,0.013521888557101002,ladakh,2018,3
3210,Huawei,200,0.011268240464251001,ladakh,2018,3
3211,Others,1137,0.06405994703926901,ladakh,2018,3
3212,Xiaomi,6734,0.281957877988527,ladakh,2018,4
3213,Vivo,4711,0.197253276389063,ladakh,2018,4
3214,Samsung,4481,0.18762299543608402,ladakh,2018,4
3215,Oppo,3307,0.138466691789138,ladakh,2018,4
3216,Realme,1087,0.045513545199514005,ladakh,2018,4
3217,Apple,591,0.024745634970481004,ladakh,2018,4
3218,OnePlus,555,0.023238286647406,ladakh,2018,4
3219,Motorola,486,0.020349202361512,ladakh,2018,4
3220,Lenovo,349,0.014612904576476002,ladakh,2018,4
3221,Huawei,278,0.011640078717079,ladakh,2018,4
3222,Others,1304,0.054599505924716005,ladakh,2018,4
3223,Xiaomi,8452,0.285068636378967,ladakh,2019,1
3224,Vivo,5967,0.201254679753111,ladakh,2019,1
3225,Samsung,5464,0.18428952072582502,ladakh,2019,1
3226,Oppo,4167,0.140544369118688,ladakh,2019,1
3227,Realme,1345,0.045364093224054006,ladakh,2019,1
3228,Apple,703,0.023710749097777,ladakh,2019,1
3229,OnePlus,669,0.022563998785793002,ladakh,2019,1
3230,Motorola,564,0.019022563998785002,ladakh,2019,1
3231,Lenovo,380,0.012816621133933,ladakh,2019,1
3232,Huawei,375,0.012647981382171,ladakh,2019,1
3233,Others,1563,0.05271678640089,ladakh,2019,1
3234,Xiaomi,10276,0.289334384502759,ladakh,2019,2
3235,Vivo,7098,0.199853587115666,ladakh,2019,2
3236,Samsung,6545,0.184283139993242,ladakh,2019,2
3237,Oppo,5008,0.141006870143034,ladakh,2019,2
3238,Realme,1573,0.04428989751098,ladakh,2019,2
3239,Apple,862,0.024270751210721003,ladakh,2019,2
3240,OnePlus,777,0.021877463678342,ladakh,2019,2
3241,Motorola,658,0.01852686113301,ladakh,2019,2
3242,Lenovo,465,0.013092690618312001,ladakh,2019,2
3243,Huawei,458,0.012895596350940002,ladakh,2019,2
3244,Others,1796,0.050568757742989,ladakh,2019,2
3245,Xiaomi,11485,0.293186633650728,ladakh,2019,3
3246,Vivo,7940,0.202690628749393,ladakh,2019,3
3247,Samsung,7048,0.17991984274883202,ladakh,2019,3
3248,Oppo,5503,0.14047941183978702,ladakh,2019,3
3249,Realme,1760,0.044928905113215005,ladakh,2019,3
3250,Apple,953,0.024327981007326003,ladakh,2019,3
3251,OnePlus,884,0.022566563704592,ladakh,2019,3
3252,Motorola,683,0.017435478518367003,ladakh,2019,3
3253,Huawei,560,0.014295560717841,ladakh,2019,3
3254,Lenovo,442,0.011283281852296,ladakh,2019,3
3255,Others,1915,0.048885712097618,ladakh,2019,3
3256,Xiaomi,12590,0.29205715876403404,ladakh,2019,4
3257,Vivo,8910,0.20669017351767602,ladakh,2019,4
3258,Samsung,7684,0.178249976802449,ladakh,2019,4
3259,Oppo,6141,0.142456156629859,ladakh,2019,4
3260,Realme,2003,0.046464693328384,ladakh,2019,4
3261,Apple,1058,0.024543008258327,ladakh,2019,4
3262,OnePlus,954,0.022130463023104,ladakh,2019,4
3263,Motorola,752,0.017444557854690002,ladakh,2019,4
3264,Huawei,607,0.014080913055581,ladakh,2019,4
3265,Lenovo,433,0.010044539296650001,ladakh,2019,4
3266,Others,1976,0.04583835946924,ladakh,2019,4
3267,Xiaomi,13890,0.29064657878217204,ladakh,2020,1
3268,Vivo,10052,0.21033689056287902,ladakh,2020,1
3269,Samsung,8475,0.17733835530445702,ladakh,2020,1
3270,Oppo,6916,0.144716467880309,ladakh,2020,1
3271,Realme,2292,0.04795982423101,ladakh,2020,1
3272,Apple,1130,0.023645114040594002,ladakh,2020,1
3273,OnePlus,1058,0.022138522703494003,ladakh,2020,1
3274,Motorola,787,0.016467880309688,ladakh,2020,1
3275,Huawei,703,0.014710190416405,ladakh,2020,1
3276,Lenovo,453,0.009478970495919,ladakh,2020,1
3277,Others,2034,0.042561205273069,ladakh,2020,1
3278,Xiaomi,15512,0.29249160915639,ladakh,2020,2
3279,Vivo,11201,0.211204133197571,ladakh,2020,2
3280,Samsung,9371,0.176697967341705,ladakh,2020,2
3281,Oppo,7736,0.14586868801146402,ladakh,2020,2
3282,Realme,2628,0.049553116868424,ladakh,2020,2
3283,Apple,1234,0.023268092167288004,ladakh,2020,2
3284,OnePlus,1131,0.021325941848625,ladakh,2020,2
3285,Motorola,828,0.015612625862654002,ladakh,2020,2
3286,Huawei,786,0.014820681072519002,ladakh,2020,2
3287,Lenovo,461,0.008692536863144001,ladakh,2020,2
3288,Others,2146,0.040464607610212006,ladakh,2020,2
3289,Xiaomi,17122,0.293179911302888,ladakh,2020,3
3290,Vivo,12388,0.21211965548535103,ladakh,2020,3
3291,Samsung,10309,0.17652094998373302,ladakh,2020,3
3292,Oppo,8583,0.146966661529768,ladakh,2020,3
3293,Realme,3003,0.051420352391226005,ladakh,2020,3
3294,Apple,1338,0.022910566599886002,ladakh,2020,3
3295,OnePlus,1228,0.021027037208266,ladakh,2020,3
3296,Motorola,865,0.014811390215920001,ladakh,2020,3
3297,Huawei,851,0.014571668293351001,ladakh,2020,3
3298,Lenovo,500,0.008561497234636001,ladakh,2020,3
3299,Others,2214,0.037910309754969,ladakh,2020,3
3300,Xiaomi,18866,0.290904044531478,ladakh,2020,4
3301,Vivo,13750,0.21201794828304002,ladakh,2020,4
3302,Samsung,11484,0.17707739040599502,ladakh,2020,4
3303,Oppo,9683,0.149306894052703,ladakh,2020,4
3304,Realme,3480,0.053659815274543006,ladakh,2020,4
3305,Apple,1484,0.022882518927420003,ladakh,2020,4
3306,OnePlus,1397,0.021541023545556003,ladakh,2020,4
3307,Huawei,924,0.014247606124620001,ladakh,2020,4
3308,Motorola,912,0.014062572278846,ladakh,2020,4
3309,Lenovo,524,0.008079811265477,ladakh,2020,4
3310,Others,2349,0.036220375310317,ladakh,2020,4
3311,Xiaomi,20199,0.288891431513608,ladakh,2021,1
3312,Vivo,15183,0.217151275046839,ladakh,2021,1
3313,Samsung,12232,0.174945293840014,ladakh,2021,1
3314,Oppo,10382,0.14848610535047702,ladakh,2021,1
3315,Realme,3940,0.056350920350691,ladakh,2021,1
3316,Apple,1613,0.023069551910067,ladakh,2021,1
3317,OnePlus,1531,0.021896766258098003,ladakh,2021,1
3318,Huawei,941,0.013458430469543,ladakh,2021,1
3319,Motorola,924,0.01321529198072,ladakh,2021,1
3320,Lenovo,520,0.007437177305167001,ladakh,2021,1
3321,Others,2454,0.03509775597477,ladakh,2021,1
3322,Xiaomi,21227,0.28284564545357604,ladakh,2021,2
3323,Vivo,16463,0.21936627225242503,ladakh,2021,2
3324,Samsung,13134,0.175007994883274,ladakh,2021,2
3325,Oppo,11029,0.14695927939452,ladakh,2021,2
3326,Realme,4715,0.062826457733717,ladakh,2021,2
3327,Apple,1823,0.024291120349642002,ladakh,2021,2
3328,OnePlus,1741,0.023198486302099003,ladakh,2021,2
3329,Motorola,922,0.012285470632128,ladakh,2021,2
3330,Huawei,894,0.011912376079309001,ladakh,2021,2
3331,Lenovo,490,0.006529154674341,ladakh,2021,2
3332,Others,2610,0.034777742244963,ladakh,2021,2
3333,Xiaomi,22384,0.275631079916266,ladakh,2021,3
3334,Vivo,18124,0.223174485900751,ladakh,2021,3
3335,Samsung,13661,0.16821819972909702,ladakh,2021,3
3336,Oppo,12095,0.14893486023888602,ladakh,2021,3
3337,Realme,5579,0.06869843615318301,ladakh,2021,3
3338,OnePlus,2176,0.026794729713089,ladakh,2021,3
3339,Apple,2004,0.024676763945326002,ladakh,2021,3
3340,Huawei,1013,0.012473833271764,ladakh,2021,3
3341,Motorola,910,0.011205516561999002,ladakh,2021,3
3342,Lenovo,476,0.005861347124738001,ladakh,2021,3
3343,Others,2788,0.034330747444895005,ladakh,2021,3
3344,Xiaomi,23462,0.269501590911701,ladakh,2021,4
3345,Vivo,19473,0.22368103656225202,ladakh,2021,4
3346,Samsung,14073,0.161652710293256,ladakh,2021,4
3347,Oppo,12900,0.14817877942037902,ladakh,2021,4
3348,Realme,6879,0.07901719563044901,ladakh,2021,4
3349,OnePlus,2678,0.030761455138587003,ladakh,2021,4
3350,Apple,2358,0.027085702470794,ladakh,2021,4
3351,Huawei,958,0.011004284549203,ladakh,2021,4
3352,Motorola,912,0.010475895103208,ladakh,2021,4
3353,Lenovo,449,0.005157540461996,ladakh,2021,4
3354,Others,2915,0.033483809458171004,ladakh,2021,4
3355,Xiaomi,24460,0.264455304242529,ladakh,2022,1
3356,Vivo,20679,0.22357609306750803,ladakh,2022,1
3357,Samsung,14554,0.157354149548069,ladakh,2022,1
3358,Oppo,13813,0.149342645850451,ladakh,2022,1
3359,Realme,7852,0.084893828655451,ladakh,2022,1
3360,OnePlus,2984,0.032262249708082,ladakh,2022,1
3361,Apple,2655,0.028705185313324003,ladakh,2022,1
3362,Huawei,996,0.010768498897201,ladakh,2022,1
3363,Motorola,921,0.009957617956147,ladakh,2022,1
3364,Lenovo,502,0.005427496432123,ladakh,2022,1
3365,Others,3076,0.033256930329109,ladakh,2022,1
3366,Samsung,102,0.203592814371257,lakshadweep,2018,1
3367,Xiaomi,100,0.199600798403193,lakshadweep,2018,1
3368,Vivo,67,0.133732534930139,lakshadweep,2018,1
3369,Oppo,56,0.111776447105788,lakshadweep,2018,1
3370,Huawei,25,0.049900199600798,lakshadweep,2018,1
3371,OnePlus,22,0.043912175648702007,lakshadweep,2018,1
3372,Apple,20,0.039920159680638,lakshadweep,2018,1
3373,Realme,20,0.039920159680638,lakshadweep,2018,1
3374,Gionee,12,0.023952095808383003,lakshadweep,2018,1
3375,COOLPAD,10,0.019960079840319,lakshadweep,2018,1
3376,Others,67,0.133732534930139,lakshadweep,2018,1
3377,Xiaomi,147,0.21428571428571402,lakshadweep,2018,2
3378,Samsung,128,0.18658892128279803,lakshadweep,2018,2
3379,Vivo,97,0.14139941690962102,lakshadweep,2018,2
3380,Oppo,87,0.126822157434402,lakshadweep,2018,2
3381,Apple,35,0.051020408163265,lakshadweep,2018,2
3382,Huawei,31,0.045189504373177,lakshadweep,2018,2
3383,OnePlus,29,0.042274052478134004,lakshadweep,2018,2
3384,Realme,24,0.034985422740524005,lakshadweep,2018,2
3385,Lenovo,16,0.023323615160349,lakshadweep,2018,2
3386,Gionee,15,0.021865889212827002,lakshadweep,2018,2
3387,Others,77,0.11224489795918301,lakshadweep,2018,2
3388,Xiaomi,195,0.21241830065359402,lakshadweep,2018,3
3389,Samsung,166,0.18082788671023903,lakshadweep,2018,3
3390,Vivo,134,0.145969498910675,lakshadweep,2018,3
3391,Oppo,121,0.131808278867102,lakshadweep,2018,3
3392,Apple,46,0.05010893246187301,lakshadweep,2018,3
3393,Huawei,44,0.0479302832244,lakshadweep,2018,3
3394,OnePlus,40,0.043572984749455,lakshadweep,2018,3
3395,Realme,35,0.038126361655773,lakshadweep,2018,3
3396,Lenovo,18,0.019607843137254003,lakshadweep,2018,3
3397,Gionee,16,0.017429193899782,lakshadweep,2018,3
3398,Others,103,0.112200435729847,lakshadweep,2018,3
3399,Xiaomi,245,0.21193771626297503,lakshadweep,2018,4
3400,Samsung,198,0.171280276816608,lakshadweep,2018,4
3401,Vivo,190,0.16435986159169502,lakshadweep,2018,4
3402,Oppo,153,0.13235294117647,lakshadweep,2018,4
3403,Huawei,62,0.053633217993079005,lakshadweep,2018,4
3404,Realme,55,0.04757785467128001,lakshadweep,2018,4
3405,Apple,51,0.044117647058823005,lakshadweep,2018,4
3406,OnePlus,47,0.040657439446366,lakshadweep,2018,4
3407,Lenovo,24,0.02076124567474,lakshadweep,2018,4
3408,Motorola,18,0.015570934256055002,lakshadweep,2018,4
3409,Others,113,0.097750865051903,lakshadweep,2018,4
3410,Xiaomi,298,0.210451977401129,lakshadweep,2019,1
3411,Vivo,240,0.169491525423728,lakshadweep,2019,1
3412,Samsung,231,0.16313559322033902,lakshadweep,2019,1
3413,Oppo,198,0.139830508474576,lakshadweep,2019,1
3414,Huawei,97,0.068502824858757,lakshadweep,2019,1
3415,Realme,67,0.047316384180790004,lakshadweep,2019,1
3416,Apple,55,0.038841807909604,lakshadweep,2019,1
3417,OnePlus,52,0.036723163841807,lakshadweep,2019,1
3418,Lenovo,31,0.021892655367231003,lakshadweep,2019,1
3419,Motorola,24,0.016949152542372,lakshadweep,2019,1
3420,Others,123,0.08686440677966101,lakshadweep,2019,1
3421,Xiaomi,377,0.215798511734401,lakshadweep,2019,2
3422,Vivo,309,0.17687464224384603,lakshadweep,2019,2
3423,Samsung,277,0.158557527189467,lakshadweep,2019,2
3424,Oppo,246,0.14081282198053802,lakshadweep,2019,2
3425,Huawei,132,0.075558099599313,lakshadweep,2019,2
3426,Realme,86,0.049227246708643,lakshadweep,2019,2
3427,OnePlus,58,0.033199771036061004,lakshadweep,2019,2
3428,Apple,57,0.032627361190612006,lakshadweep,2019,2
3429,Lenovo,36,0.020606754436176003,lakshadweep,2019,2
3430,Motorola,32,0.018317115054378,lakshadweep,2019,2
3431,Others,137,0.07842014882655901,lakshadweep,2019,2
3432,Xiaomi,442,0.20878601794992901,lakshadweep,2019,3
3433,Vivo,378,0.17855455833726902,lakshadweep,2019,3
3434,Samsung,343,0.16202172886159602,lakshadweep,2019,3
